rna_cell	MES.2	MES.1	AC	OPC	NPC.1	NPC.2	G1.S	G2.M	Type1	Type2	Type3	Type4	Type5	Type6	Sample	meth_cell
MGH121_P2_cDNA_fromECRC5790.6_S6_L008_R1_001	0.861802094	-0.115596582	0.236632186	-0.284768008	-0.529513472	-0.437334232	-0.226480685	-0.197060085	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P2	NA
MGH121_P2_cDNA_fromECRC5790.60_S60_L008_R1_001	-0.788180699	-1.100089762	0.844821316	0.773554416	0.567343935	0.739167699	0.049035223	-0.215198175	AC	AC	AC	Diff	AC	AC	MGH121_P2	MGH121_P2_E1_S3_L007.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.61_S61_L008_R1_001	0.77213395	2.390212644	0.717103169	-0.533648762	-0.508708035	0.302027651	-0.371004004	-0.307488591	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_E1_S3_L007.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.62_S62_L008_R1_001	0.022787956	-0.588558137	-0.286174669	-0.088293463	0.822142408	0.552120117	0.86340623	-0.00928114	G1.S	NPC.1	NPC	G1.S	G1.S	G1.S	MGH121_P2	MGH121_P2_E1_S3_L007.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.63_S63_L008_R1_001	-0.03829797	0.652662245	0.35628238	-0.397626503	-0.463320239	-0.235620266	0.484463613	1.353897085	G2.M	MES.1	MES	G2.M	G2.M	G2.M	MGH121_P2	NA
MGH121_P2_cDNA_fromECRC5790.64_S64_L008_R1_001	-0.359809517	-0.277102834	0.267473678	-0.252373023	-0.113374386	-0.446873026	-0.210815196	-0.419476603	AC	AC	AC	Diff	AC	AC	MGH121_P2	MGH121_P2_E1_S3_L007.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.65_S65_L008_R1_001	-0.021142138	0.117813489	0.455368949	-0.347641772	-0.066841823	-0.187976981	-0.359143606	-0.053865038	AC	AC	AC	Diff	AC	AC	MGH121_P2	MGH121_P2_E1_S3_L007.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.66_S66_L008_R1_001	-0.592012498	-0.418541396	0.008002982	0.515058855	0.727079547	-0.191434365	-0.238665527	-0.075142767	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P2	MGH121_P2_E1_S3_L007.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.67_S67_L008_R1_001	-0.044774054	-0.680766168	-0.485241769	0.325377568	0.85517633	-0.359507217	-0.072249295	-0.413059471	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P2	MGH121_P2_E1_S3_L007.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.68_S68_L008_R1_001	2.604619353	1.29347499	-1.637214129	-1.390352146	-1.088858192	-0.304490629	-0.521640172	-0.388195239	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_E1_S3_L007.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.69_S69_L008_R1_001	-0.600530279	-0.792251827	-0.166261683	1.082281933	1.712847158	0.181029299	-0.509318999	-0.385434293	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P2	MGH121_P2_E1_S3_L007.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.7_S7_L008_R1_001	-0.200240926	-0.222406935	0.147977695	0.014545258	-0.047827181	-0.053108125	1.650743565	-0.000161727	G1.S	AC	AC	G1.S	G1.S	G1.S	MGH121_P2	NA
MGH121_P2_cDNA_fromECRC5790.70_S70_L008_R1_001	1.535982982	2.478975393	0.455525219	-0.403777357	-0.505710695	0.202562927	-0.277802071	-0.072367204	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_E1_S3_L007.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.72_S72_L008_R1_001	-0.301585884	-0.715277043	0.423951893	1.000073678	0.270118268	0.971780762	-0.210383609	-0.460465084	OPC	OPC	OPC	Undiff	PRO	OPC	MGH121_P2	MGH121_P2_E1_S3_L007.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.73_S73_L008_R1_001	0.338620151	0.366041771	-0.97174637	-0.815641912	-0.41960642	0.109838586	-0.200755313	0.27331258	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_G1_S4_L007.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.74_S74_L008_R1_001	-0.322163448	-0.102683387	-0.792108598	-0.316134741	-0.321648727	-0.217162412	0.944069443	3.518234401	G2.M	MES.1	MES	G2.M	G2.M	G2.M	MGH121_P2	MGH121_P2_G1_S4_L007.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.75_S75_L008_R1_001	-0.754973667	-0.466382093	0.239433153	0.943045257	0.723274962	0.000566253	-0.689240057	-0.494731862	OPC	OPC	OPC	Undiff	PRO	OPC	MGH121_P2	MGH121_P2_G1_S4_L007.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.76_S76_L008_R1_001	-0.713110948	-0.864541399	-0.901425749	0.527464157	1.451256826	0.711079034	-0.502671099	-0.107098477	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P2	MGH121_P2_G1_S4_L007.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.77_S77_L008_R1_001	1.208879316	0.323648622	-0.540793726	-0.615672125	-0.834302058	-0.082919579	-0.366337579	-0.301034528	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_G1_S4_L007.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.78_S78_L008_R1_001	-0.427207374	0.01201359	1.329631055	0.29212277	-0.308794012	-0.433332516	-0.276974818	-0.177610255	AC	AC	AC	Diff	AC	AC	MGH121_P2	MGH121_P2_G1_S4_L007.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.79_S79_L008_R1_001	-0.21242393	1.100147663	1.316854479	0.250742852	-0.633692043	0.083312929	-0.221354411	-0.334097459	AC	AC	AC	Diff	AC	AC	MGH121_P2	MGH121_P2_G1_S4_L007.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.8_S8_L008_R1_001	-0.261704615	-0.376363494	1.081539438	0.205218023	0.017112324	0.181778788	-0.641166152	-0.380938095	AC	AC	AC	Diff	AC	AC	MGH121_P2	NA
MGH121_P2_cDNA_fromECRC5790.80_S80_L008_R1_001	-0.598673613	-0.695963033	-0.882780866	-0.180208789	0.297319031	0.151261663	2.972333478	1.934148814	G1.S	NPC.1	NPC	G1.S	G1.S	G1.S	MGH121_P2	MGH121_P2_G1_S4_L007.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.81_S81_L008_R1_001	-0.336671182	-0.326573423	-0.491281472	-0.184504827	-0.25779245	-0.340967242	2.350944907	2.515167002	G2.M	OPC	OPC	G2.M	G2.M	G2.M	MGH121_P2	MGH121_P2_G1_S4_L007.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.82_S82_L008_R1_001	-0.23144326	0.105001246	-0.043182202	-0.42283726	-0.082480739	-0.168270206	-0.140815438	-0.254632649	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_G1_S4_L007.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.83_S83_L008_R1_001	-0.668029164	-0.868084395	-0.240645734	0.40140832	0.873461089	0.472888071	1.926029585	0.018565069	G1.S	NPC.1	NPC	G1.S	G1.S	G1.S	MGH121_P2	MGH121_P2_G1_S4_L007.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.84_S84_L008_R1_001	0.29002948	0.229813656	-1.224701508	-0.94471094	-0.736561584	-0.290368121	2.858843561	2.171687416	G1.S	MES.2	MES	G1.S	G1.S	G1.S	MGH121_P2	MGH121_P2_G1_S4_L007.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.85_S85_L008_R1_001	0.17608352	-0.477027391	-0.107873583	-0.479703945	-0.298959866	-0.478242797	-0.144534019	-0.47907402	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_G1_S4_L007.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.86_S86_L008_R1_001	-0.133436256	-0.443167448	-0.215199859	0.472665526	0.586367963	-0.182781822	0.098867569	-0.171121377	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P2	MGH121_P2_G1_S4_L007.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.88_S88_L008_R1_001	-0.104635102	0.217922629	-1.178888447	-0.314617595	0.065273591	-0.165848842	-0.368338964	-0.005316934	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_G1_S4_L007.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.89_S89_L008_R1_001	1.237467372	0.949779438	0.979938302	-0.188271091	-0.499216383	0.073798287	-0.44779231	-0.035442931	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_G1_S4_L007.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.9_S9_L008_R1_001	0.182839275	-0.911981789	-0.309445533	-0.033347235	0.456284392	0.078123789	2.794593473	1.556552891	G1.S	NPC.1	NPC	G1.S	G1.S	G1.S	MGH121_P2	NA
MGH121_P2_cDNA_fromECRC5790.90_S90_L008_R1_001	-0.196723641	-0.73526756	-0.635163921	-0.390935478	-0.319169863	-0.093151071	0.300542516	-0.165123407	G1.S	NPC.2	NPC	G1.S	G1.S	G1.S	MGH121_P2	MGH121_P2_G1_S4_L007.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.91_S91_L008_R1_001	1.551026014	1.825345515	-1.025305405	-0.995215129	-0.749252574	0.140347436	-0.595345715	-0.388664383	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_G1_S4_L007.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.92_S92_L008_R1_001	-0.469553101	-0.128110534	-0.05888146	-0.310616609	0.248140038	-0.298065964	-0.572843769	0.336152377	G2.M	NPC.1	NPC	G2.M	G2.M	G2.M	MGH121_P2	MGH121_P2_G1_S4_L007.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.93_S93_L008_R1_001	1.597994159	0.347292627	-0.504961048	-0.348352844	-0.536539856	0.12759691	-0.351088535	-0.227895542	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_G1_S4_L007.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.94_S94_L008_R1_001	-0.265244704	-0.159047594	-0.565066937	-0.570332508	-0.413999093	0.174653799	-0.232698005	-0.283231399	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH121_P2	MGH121_P2_G1_S4_L007.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P2_cDNA_fromECRC5790.95_S95_L008_R1_001	-0.463670343	0.355263798	0.033720944	-0.284513271	-0.167610088	-0.061582948	-0.56109987	-0.275707054	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P2	MGH121_P2_G1_S4_L007.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
