rna_cell	MES.2	MES.1	AC	OPC	NPC.1	NPC.2	G1.S	G2.M	Type1	Type2	Type3	Type4	Type5	Type6	Sample	meth_cell
MGH105C_P0_C1_S25_L008_R1_001	-0.627451284	-0.330397147	0.435714826	-0.204685747	-0.427604571	-0.019706149	2.790778142	0.796397288	G1.S	AC	AC	G1.S	G1.S	G1.S	MGH105C	MGH105C_P0_C1_S2_L008.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_C10_S34_L008_R1_001	-1.103713819	-1.630474159	-0.013717243	0.542640889	1.194680792	0.236110551	-0.250147724	-0.146015863	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH105C	MGH105C_P0_C1_S2_L008.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_C11_S35_L008_R1_001	-0.313264547	-0.092162744	-0.025346773	0.173643493	-0.418676291	-0.082516571	-0.152064821	0.040915429	OPC	OPC	OPC	Undiff	PRO	OPC	MGH105C	MGH105C_P0_C1_S2_L008.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_C12_S36_L008_R1_001	-0.443013684	-1.019449747	-0.390513806	0.805578075	1.812577171	0.865952438	-0.186612897	0.19137638	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH105C	MGH105C_P0_C1_S2_L008.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_C3_S27_L008_R1_001	-0.718513828	-0.634223073	0.33726106	0.462162472	0.512720151	-0.285986921	0.151753237	-0.224717988	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH105C	MGH105C_P0_C1_S2_L008.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_C4_S28_L008_R1_001	-0.259643429	0.404386555	0.298683369	-0.108154118	-0.400725301	-0.006014435	-0.423482581	-0.06325055	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_C1_S2_L008.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_C6_S30_L008_R1_001	-0.578476435	-0.434514232	0.855068945	0.681729909	0.729698574	0.202358544	-0.165113706	-0.072790903	AC	AC	AC	Diff	AC	AC	MGH105C	MGH105C_P0_C1_S2_L008.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_C7_S31_L008_R1_001	-0.613356503	-0.314960687	1.123017275	0.238614222	-0.4227969	-0.446447557	-0.061317392	-0.249710899	AC	AC	AC	Diff	AC	AC	MGH105C	MGH105C_P0_C1_S2_L008.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_C8_S32_L008_R1_001	-0.583741557	-0.42111441	0.755020441	0.180994459	0.428755103	-0.061318943	0.159911127	-0.196018435	AC	AC	AC	Diff	AC	AC	MGH105C	MGH105C_P0_C1_S2_L008.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_D1_S37_L008_R1_001	1.862626309	0.729389557	-1.66619825	-1.304946986	-1.250103864	-0.358550768	-0.245799783	-0.020687137	MES.2	MES.2	MES	Diff	MES	MES	MGH105C	MGH105C_P0_C1_S2_L008.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_D10_S46_L008_R1_001	-0.518294619	-0.54107568	-0.145535877	-0.102123436	-0.152275791	-0.293431894	0.062334512	0.098958901	G2.M	OPC	OPC	G2.M	G2.M	G2.M	MGH105C	MGH105C_P0_C1_S2_L008.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_D11_S47_L008_R1_001	-0.732541146	-0.78858129	-0.257472228	0.090741515	0.79091461	-0.056154593	0.867947198	0.260761157	G1.S	NPC.1	NPC	G1.S	G1.S	G1.S	MGH105C	MGH105C_P0_C1_S2_L008.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_D2_S38_L008_R1_001	-0.538800316	0.182986422	-0.378312703	-0.21398715	-0.333677229	0.405393658	-0.350096697	-0.180098882	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH105C	MGH105C_P0_C1_S2_L008.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_D3_S39_L008_R1_001	0.049415908	-0.442995538	-0.420860735	-0.242935809	0.271392847	0.41087971	-0.51326432	-0.110383187	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH105C	MGH105C_P0_C1_S2_L008.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_D6_S42_L008_R1_001	-0.690580142	-0.463125065	1.808531246	0.574944791	0.167936552	-0.103366948	-0.2410078	-0.228568956	AC	AC	AC	Diff	AC	AC	MGH105C	MGH105C_P0_C1_S2_L008.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_D7_S43_L008_R1_001	1.738677947	0.779238426	0.202597141	-0.357312828	-0.487587165	-0.128048893	-0.182999721	0.227028989	MES.2	MES.2	MES	Diff	MES	MES	MGH105C	MGH105C_P0_C1_S2_L008.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_D8_S44_L008_R1_001	-0.25719796	-0.768068237	-0.009169245	0.438976876	0.875361405	-0.118453013	0.48354589	-0.036650388	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH105C	MGH105C_P0_C1_S2_L008.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_D9_S45_L008_R1_001	0.832890447	0.951173363	-1.566007898	-0.74204848	-0.745259109	-0.041424975	-0.232413086	-0.103294374	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_C1_S2_L008.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_E10_S58_L008_R1_001	-0.304763706	-0.83607102	0.995809576	0.55117245	-0.016139555	0.059016037	0.234329861	0.21923912	AC	AC	AC	Diff	AC	AC	MGH105C	MGH105C_P0_E1_S3_L008.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_E11_S59_L008_R1_001	1.391119129	0.586970933	-1.594279246	-1.112248198	-0.592841894	0.348335584	-0.11205057	0.256765736	MES.2	MES.2	MES	Diff	MES	MES	MGH105C	MGH105C_P0_E1_S3_L008.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_E2_S50_L008_R1_001	1.165706965	1.185347763	-1.443006863	-0.614359363	-0.459528312	-0.032136761	0.426476009	-0.024662117	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_E1_S3_L008.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_E4_S52_L008_R1_001	-0.714014131	-1.40988373	0.962174103	1.411047612	1.233052527	0.458725314	0.144322693	-0.204965915	OPC	OPC	OPC	Undiff	PRO	OPC	MGH105C	MGH105C_P0_E1_S3_L008.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_E6_S54_L008_R1_001	-0.488063728	-0.219529354	0.222804607	0.317068658	0.522190057	-0.057812898	-0.028702218	-0.049473815	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH105C	MGH105C_P0_E1_S3_L008.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_E7_S55_L008_R1_001	1.088089444	1.919547535	-0.652636708	-0.821524521	-1.23544694	-0.512519975	0.300615073	0.010492302	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_E1_S3_L008.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_F10_S70_L008_R1_001	-0.583823452	-0.739772219	0.936710201	0.804108104	0.487848958	0.20015024	-0.211694085	-0.063658152	AC	AC	AC	Diff	AC	AC	MGH105C	MGH105C_P0_E1_S3_L008.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_F2_S62_L008_R1_001	-0.04672396	1.065977014	0.28903708	-0.585085407	-0.492859071	0.056510261	-0.059749776	-0.413029436	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_E1_S3_L008.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_F4_S64_L008_R1_001	0.123560766	1.419041296	-0.133675719	-0.62268965	-0.44193767	0.229097005	-0.306042145	0.092635553	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_E1_S3_L008.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_F5_S65_L008_R1_001	-0.688191461	-0.642732285	-0.525620348	-0.046047964	0.23052591	-0.060903786	0.45885884	-0.131784387	G1.S	NPC.1	NPC	G1.S	G1.S	G1.S	MGH105C	MGH105C_P0_E1_S3_L008.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_F6_S66_L008_R1_001	1.550401537	-0.073864534	-0.875781728	-0.616133282	-0.548401314	0.004835131	-0.266323539	-0.254322637	MES.2	MES.2	MES	Diff	MES	MES	MGH105C	MGH105C_P0_E1_S3_L008.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_F7_S67_L008_R1_001	-0.592002366	-1.581896481	-0.042197442	1.667475036	1.610531946	0.681329404	-0.406263948	0.099992447	OPC	OPC	OPC	Undiff	PRO	OPC	MGH105C	MGH105C_P0_E1_S3_L008.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_F8_S68_L008_R1_001	-0.436876938	-1.142205599	0.692612561	0.337719133	0.352102332	-0.391686231	0.761989316	-0.110069588	G1.S	AC	AC	G1.S	G1.S	G1.S	MGH105C	MGH105C_P0_E1_S3_L008.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_G1_S73_L008_R1_001	-0.206793632	-0.559959217	0.806380706	0.738233691	0.842500635	-0.136244183	-0.257790588	-0.024986643	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH105C	MGH105C_P0_G1_S4_L008.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_G11_S83_L008_R1_001	0.311283326	1.130465977	-0.725750476	-0.917285226	-0.648939942	0.241375577	-0.157675184	0.312022271	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_G1_S4_L008.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_G12_S84_L008_R1_001	-0.207055529	0.106922724	-0.251975334	-0.653000995	-0.460907763	-0.239441801	0.261989823	0.04457212	G1.S	MES.1	MES	G1.S	G1.S	G1.S	MGH105C	MGH105C_P0_G1_S4_L008.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_G2_S74_L008_R1_001	-0.262065811	-0.14544882	1.707517249	1.137264085	0.853267627	0.065702582	-0.292796095	-0.17208696	AC	AC	AC	Diff	AC	AC	MGH105C	MGH105C_P0_G1_S4_L008.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_G6_S78_L008_R1_001	2.21437446	0.437848874	-1.017535317	-1.0119886	-1.007364026	-0.267184167	-0.143255478	0.079032002	MES.2	MES.2	MES	Diff	MES	MES	MGH105C	MGH105C_P0_G1_S4_L008.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_G8_S80_L008_R1_001	-0.531281127	-0.993013359	0.3922236	-0.095495541	0.025933322	0.223147216	2.88251701	2.071957167	G1.S	AC	AC	G1.S	G1.S	G1.S	MGH105C	MGH105C_P0_G1_S4_L008.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H10_S94_L008_R1_001	0.345714187	-0.400981337	0.933078257	0.330707863	-0.257448446	0.124248476	-0.360735991	-0.282878215	AC	AC	AC	Diff	AC	AC	MGH105C	MGH105C_P0_G1_S4_L008.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H11_S95_L008_R1_001	-0.028460998	0.945625537	0.25916593	-0.106441298	-0.116910527	0.325445523	-0.284471783	-0.259802045	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_G1_S4_L008.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H12_S96_L008_R1_001	0.181748481	0.425302449	0.111552145	-0.015502038	0.156488861	0.101475577	-0.246377822	0.177277344	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_G1_S4_L008.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H2_S86_L008_R1_001	1.77566795	0.659769362	-1.707340065	-1.261140294	-0.854965834	-0.12411409	-0.138805794	0.391885367	MES.2	MES.2	MES	Diff	MES	MES	MGH105C	MGH105C_P0_G1_S4_L008.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H3_S87_L008_R1_001	-0.366116654	-0.752537291	0.915198302	0.960060495	0.754091515	0.001071865	0.039320914	-0.031438396	OPC	OPC	OPC	Undiff	PRO	OPC	MGH105C	MGH105C_P0_G1_S4_L008.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H4_S88_L008_R1_001	2.025097541	0.379874762	-2.153379476	-1.512232133	-1.299922923	-0.438024813	0.033307139	-0.122754996	MES.2	MES.2	MES	Diff	MES	MES	MGH105C	MGH105C_P0_G1_S4_L008.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H5_S89_L008_R1_001	-0.556147605	-0.808565458	0.17834338	0.844407393	0.477945559	0.222489212	-0.254035288	-0.06442148	OPC	OPC	OPC	Undiff	PRO	OPC	MGH105C	MGH105C_P0_G1_S4_L008.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H6_S90_L008_R1_001	-0.118692377	1.821761421	0.293347865	-0.265007918	-0.759125177	0.162326018	-0.239166108	0.077858844	MES.1	MES.1	MES	Diff	MES	MES	MGH105C	MGH105C_P0_G1_S4_L008.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H7_S91_L008_R1_001	-0.027635828	0.299562901	0.405342519	-0.036345953	-0.295733935	0.022102743	-0.673430204	-0.360279901	AC	AC	AC	Diff	AC	AC	MGH105C	MGH105C_P0_G1_S4_L008.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH105C_P0_H9_S93_L008_R1_001	-0.576001914	-0.277393554	0.12949704	-0.03752635	0.644185728	0.243928616	-0.183594052	-0.021989214	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH105C	MGH105C_P0_G1_S4_L008.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
