rna_cell	MES.2	MES.1	AC	OPC	NPC.1	NPC.2	G1.S	G2.M	Type1	Type2	Type3	Type4	Type5	Type6	Sample	meth_cell
MGH122_P10_C10_S34_L003_R1_001	-0.692915194	-0.659078518	-0.427366093	-0.995558975	0.521980278	1.526113456	-0.331889167	-0.25406483	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_C1_S2_L003.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_C12_S36_L003_R1_001	-0.304146349	-0.690484276	-0.404915402	-0.459101372	0.285688134	1.139647252	-0.277080122	-0.350887699	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_C1_S2_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_C3_S27_L003_R1_001	-0.225110856	-0.251214185	0.321426527	1.666951816	-0.689605243	-1.889343016	0.207767633	-0.04807551	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_C1_S2_L003.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_C4_S28_L003_R1_001	2.838215674	1.821172648	-0.521969678	-1.362694281	-2.307650275	-2.11967318	-0.129514935	-0.702502686	MES.2	MES.2	MES	Diff	MES	MES	MGH122	MGH122_P10_C1_S2_L003.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_C6_S30_L003_R1_001	-0.363434265	-0.189615317	-0.045889795	0.959457282	0.243846994	-0.750041775	0.233295103	-0.180802876	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_C1_S2_L003.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_C7_S31_L003_R1_001	1.49734008	3.469849843	1.407066521	-0.408184862	-1.490593558	-1.507745852	-0.240885815	-0.25110621	MES.1	MES.1	MES	Diff	MES	MES	MGH122	MGH122_P10_C1_S2_L003.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_C8_S32_L003_R1_001	-0.380247445	-0.67023077	-0.917742698	-1.025062377	0.602052973	1.041512297	-0.277673734	-0.108242379	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_C1_S2_L003.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_D10_S46_L003_R1_001	0.885262074	-0.220051194	-0.97007205	-1.449409173	-0.617890955	0.01922762	0.638624552	0.076805017	MES.2	MES.2	MES	Diff	MES	MES	MGH122	MGH122_P10_C1_S2_L003.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_D12_S48_L003_R1_001	-0.108312219	-0.497677859	0.161958559	1.774549957	0.173108213	-0.921162173	0.580382165	-0.312117046	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_C1_S2_L003.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_D5_S41_L003_R1_001	-0.593936052	-0.279421829	1.767256871	1.533457068	0.54326588	-1.279470476	-0.015169331	-0.030171417	AC	AC	AC	Diff	AC	AC	MGH122	MGH122_P10_C1_S2_L003.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_D6_S42_L003_R1_001	-0.151749974	-0.526313783	-1.039802561	-1.025792083	0.385889716	0.661844489	-0.06199545	-0.131995605	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_C1_S2_L003.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_D8_S44_L003_R1_001	-0.98364319	-0.569725392	-1.056427497	-0.975230793	0.37904463	1.580564208	-0.216585322	-0.186377914	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_C1_S2_L003.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_E10_S58_L003_R1_001	-0.711961073	-0.724225531	-0.871591081	-1.163646826	0.65687294	1.651647951	-0.692911462	-0.076475287	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_E1_S3_L003.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_E11_S59_L003_R1_001	-0.380714662	-0.208821678	0.809417256	1.76302596	-0.096016611	-1.193544417	0.704187201	-0.273695598	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_E1_S3_L003.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_E12_S60_L003_R1_001	2.684906761	1.944599148	-0.000299535	-0.984098055	-1.058881878	-0.544076747	-0.387347307	0.044419547	MES.2	MES.2	MES	Diff	MES	MES	MGH122	MGH122_P10_E1_S3_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_E4_S52_L003_R1_001	-0.588516187	-0.037643963	-0.744681945	-0.849788004	0.554733822	1.255491653	-0.134610085	0.08853693	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_E1_S3_L003.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_E5_S53_L003_R1_001	-0.452758713	0.702442087	1.827201884	1.560199913	-0.477612707	-1.575959395	-0.455279668	-0.380751037	AC	AC	AC	Diff	AC	AC	MGH122	MGH122_P10_E1_S3_L003.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_E9_S57_L003_R1_001	0.281933461	0.206265745	-0.13022546	-0.740789285	-0.429547391	0.614056239	-0.499945051	-0.084418118	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_E1_S3_L003.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_F1_S61_L003_R1_001	-0.515191065	-0.585702264	-0.941593888	-1.042662004	0.508117332	1.35200642	-0.041456943	-0.162365613	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_E1_S3_L003.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_F10_S70_L003_R1_001	-0.237704874	-0.42074475	1.104933343	1.763166303	0.637713422	-1.215452118	0.47564895	-0.076637975	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_E1_S3_L003.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_F12_S72_L003_R1_001	0.337343824	0.440287166	1.792177063	2.274807198	0.306073378	-0.805645351	-0.175984235	-0.102699559	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_E1_S3_L003.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_F2_S62_L003_R1_001	-0.271026878	0.035803953	0.228358935	0.39697163	0.110325102	-0.046432847	-0.168945529	-0.048941801	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_E1_S3_L003.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_F7_S67_L003_R1_001	-0.242490214	0.110295728	0.278878302	0.135930257	-0.016330257	0.05408216	-0.245567716	-0.161555861	AC	AC	AC	Diff	AC	AC	MGH122	MGH122_P10_E1_S3_L003.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_F9_S69_L003_R1_001	-0.305376359	-0.401433527	-0.42045714	0.34742989	-0.025076109	-0.184583695	0.15654147	-0.142538919	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_E1_S3_L003.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_G12_S84_L003_R1_001	0.229884419	0.174973597	0.034168067	-0.371287739	0.181359284	0.31602957	-0.326116655	-0.202553875	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_G1_S4_L003.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_G2_S74_L003_R1_001	-0.491491355	0.163003934	0.708889509	0.369268074	0.049119512	0.416567115	1.017060431	2.455962673	G2.M	AC	AC	G2.M	G2.M	G2.M	MGH122	MGH122_P10_G1_S4_L003.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_G3_S75_L003_R1_001	-0.760726103	-0.697372017	-0.962165985	-0.872108026	0.588082502	1.575440154	-0.617404428	-0.189337148	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_G1_S4_L003.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_G5_S77_L003_R1_001	0.087797791	-0.334928528	0.014903835	1.950683387	-0.150763803	-1.563561973	0.198498091	-0.107407141	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_G1_S4_L003.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_G7_S79_L003_R1_001	-0.112805835	-0.342524769	0.223372414	0.340868962	0.052496335	0.050849002	-0.57657687	-0.033048645	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_G1_S4_L003.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_G9_S81_L003_R1_001	0.131995342	1.220239703	1.750203488	2.473860554	0.033581358	-1.501921269	-0.604435765	-0.09579345	OPC	OPC	OPC	Undiff	PRO	OPC	MGH122	MGH122_P10_G1_S4_L003.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_H12_S96_L003_R1_001	-0.550152856	-0.427885101	-0.701005745	-0.856787089	0.288982987	1.419315466	0.706528719	-0.276493622	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_G1_S4_L003.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_H2_S86_L003_R1_001	-0.517803406	-0.716985386	-0.843089622	-0.987714807	0.488026594	1.762264202	-0.567030054	-0.146423021	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_G1_S4_L003.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_H3_S87_L003_R1_001	-0.548477534	-0.273041421	-0.22465029	0.10847612	0.061083615	0.335334631	-0.089642344	-0.42332389	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_G1_S4_L003.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_H5_S89_L003_R1_001	-0.510695796	-0.634311487	0.294774391	0.104633602	0.720157613	1.061497503	0.000974143	-0.19186609	NPC.2	NPC.2	NPC	Undiff	PRO	NPC	MGH122	MGH122_P10_G1_S4_L003.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH122_P10_H9_S93_L003_R1_001	-0.532214373	-0.360469756	0.497332974	0.45466827	0.216463346	-0.255963264	0.093264237	-0.030473689	AC	AC	AC	Diff	AC	AC	MGH122	MGH122_P10_G1_S4_L003.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
