rna_cell	G1.S	G2.M	AC_PCA	AC_PCA_MICE	OC_PCA	OC_PCA_MICE	stemness	Type_max	Type_max2	Tirosh_Type_PCA	Tirosh_Type_PCA2	Tirosh_Type_PCA_MICE	Tirosh_Type_PCA_MICE2	Sample	meth_cell
MGH45_P0_E12_S60_L007_R1_001	2.271302043	1.367652735	-0.432074959	-0.309912666	-0.116812576	-0.109306987	0.097003646	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH45	MGH45_P0_E1_S3_L006.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_F1_S61_L007_R1_001	-0.718474025	-0.380762632	-0.141892269	-0.149847337	0.084338541	0.277564668	-0.032449564	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH45	MGH45_P0_E1_S3_L006.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_F3_S63_L007_R1_001	-0.412587769	-0.39049426	0.223120558	0.299247376	-0.180738887	-0.069666082	-0.084565711	AC_PCA_MICE	AC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH45	MGH45_P0_E1_S3_L006.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_F4_S64_L007_R1_001	-0.420109587	-0.251105112	0.134106355	0.258801324	0.252591911	0.225740346	0.445904708	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH45	MGH45_P0_E1_S3_L006.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_F5_S65_L007_R1_001	-0.1178692	-0.339138459	-0.363592071	-0.385201337	0.119749603	0.244395413	-0.15803425	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH45	MGH45_P0_E1_S3_L006.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_F6_S66_L007_R1_001	-0.482136206	-0.580677808	-0.035843881	-0.035258562	0.716651005	1.169015184	0.049522097	OC_PCA_MICE	OC	OC	OC	OC	OC	MGH45	MGH45_P0_E1_S3_L006.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_G1_S73_L007_R1_001	-0.086158477	-0.300083877	-0.110332474	-0.060453007	0.4993513	0.80523712	0.137312658	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH45	MGH45_P0_G1_S4_L006.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_G11_S83_L007_R1_001	0.242023236	-0.242405544	-0.230174252	-0.268733903	-0.041167444	0.150587644	-0.287073706	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH45	MGH45_P0_G1_S4_L006.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_G12_S84_L007_R1_001	-0.296100889	-0.404879171	-0.222025355	-0.24465899	0.306554406	0.613962716	-0.003429925	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH45	MGH45_P0_G1_S4_L006.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_H1_S85_L007_R1_001	-0.677912224	-0.510699153	-0.047659129	-0.014701173	0.426848755	0.339309035	0.272592288	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH45	MGH45_P0_G1_S4_L006.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_H10_S94_L007_R1_001	0.640061762	-0.081946124	-0.082457439	-0.055830491	-0.126367739	-0.145221855	0.043813923	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH45	MGH45_P0_G1_S4_L006.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH45_P0_H12_S96_L007_R1_001	-0.426448408	-0.30879377	-0.136300846	-0.13247522	0.25594735	0.325395149	-0.105420442	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH45	MGH45_P0_G1_S4_L006.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
