rna_cell	G1.S	G2.M	AC_PCA	AC_PCA_MICE	OC_PCA	OC_PCA_MICE	stemness	Type_max	Type_max2	Tirosh_Type_PCA	Tirosh_Type_PCA2	Tirosh_Type_PCA_MICE	Tirosh_Type_PCA_MICE2	Sample	meth_cell
MGH208-Pl1-G3_S83_ME_L001	2.047608039	1.69784204	-0.146403599	-0.026908808	-0.214390397	-0.413021681	0.000883842	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-G7_S87_ME_L001	1.083298484	0.10033587	-0.360243931	-0.479829524	-0.014338587	0.010346465	-0.161535634	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-H10_S102_ME_L001	0.462330333	-0.393883015	0.162705603	0.071842467	0.001630433	-0.059810415	-0.104443394	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-E10_S66_ME_L001	1.743965144	2.09600108	-0.385622918	-0.490034167	-0.321260291	-0.509901241	0.054183484	G2.M	G2.M	undifferentiated	G2.M	stemness	G2.M	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-A2_S10_ME_L001	-0.161253521	3.945626897	-0.218504865	-0.232394858	-0.376874087	-0.425569357	-0.034220739	G2.M	G2.M	undifferentiated	G2.M	undifferentiated	G2.M	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-B12_S32_ME_L001	1.801899385	2.520623286	-0.007806792	0.133335028	-0.340763502	-0.516733109	-0.177387361	G2.M	G2.M	undifferentiated	G2.M	undifferentiated	G2.M	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-B9_S29_ME_L001	1.541656733	2.588092964	-0.161859205	-0.217189465	-0.096709674	-0.298363023	-0.141020962	G2.M	G2.M	undifferentiated	G2.M	undifferentiated	G2.M	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-C11_S43_ME_L001	0.560046725	2.448007922	-0.171324842	-0.349747223	-0.315034329	-0.524206616	0.036292074	G2.M	G2.M	undifferentiated	G2.M	undifferentiated	G2.M	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-D10_S54_ME_L001	0.351758267	0.605340686	-0.087637991	-0.11972118	0.018863182	0.061654876	0.001600698	G2.M	G2.M	undifferentiated	G2.M	undifferentiated	G2.M	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-D6_S50_ME_L001	0.439348591	0.705628824	0.125445607	0.019929259	-0.035183005	-0.163416959	0.2586733	G2.M	G2.M	undifferentiated	G2.M	undifferentiated	G2.M	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-D8_S52_ME_L001	0.379568663	-0.413152405	-0.137127564	-0.309599457	0.335767021	0.724268269	-0.063947419	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-F1_S69_ME_L001	-0.481387957	-0.482504326	0.12686759	0.034224227	0.149309672	0.670959582	-0.139316889	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-F6_S74_ME_L001	-0.207030506	-0.077983405	0.271523404	0.343127202	0.470780014	0.847461493	0.012266454	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-G4_S84_ME_L001	-0.298101622	-0.130834104	-0.158171053	-0.209492961	0.474592147	0.667502371	0.329338444	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-H7_S99_ME_L001	-0.428903335	-0.647184411	-0.235542803	-0.270582049	0.331677916	0.579336561	-0.09931675	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-A11_S19_ME_L001	-0.55527043	-0.559141566	0.006017871	-0.120053104	0.036293864	-0.070785818	0.022373311	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-A9_S17_ME_L001	-0.389892789	-0.386353028	-0.345191417	-0.433417649	0.112019591	0.025620756	-0.019554163	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-D9_S53_ME_L001	-0.472042723	-0.455252575	-0.12019055	-0.202738998	0.373777689	0.353408631	0.090455452	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-E2_S58_ME_L001	-0.613917849	-0.699463516	-0.09910007	-0.177638902	0.230785665	0.072157455	0.131290041	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-F7_S75_ME_L001	-0.407014111	-0.432462483	-0.029535689	0.087601696	0.180695636	0.17245453	-0.122399538	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-H11_S103_ME_L001	-0.107643463	-0.438981377	0.012751387	0.140011527	0.170854833	0.169521851	-0.079896295	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-A1_S9_ME_L001	-0.657910859	-0.471127385	-0.110214328	-0.107902107	0.248186573	0.454566247	-0.008321985	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-A4_S12_ME_L001	-0.520378251	-0.462822722	-0.113437677	-0.34063578	0.200564216	0.403589495	0.025256096	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-A7_S15_ME_L001	-0.288441143	-0.334409474	-0.152014921	-0.152024121	0.019402503	0.052664269	-0.098484254	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-B11_S31_ME_L001	-0.3549401	-0.40451375	0.223926936	0.243800611	0.179656861	0.365840215	-0.127156452	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-B4_S24_ME_L001	-0.530409311	-0.216883887	0.120276268	0.273518893	0.097061679	0.366075249	-0.05455229	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-B5_S25_ME_L001	-0.538923588	-0.405608772	-0.194675011	-0.156152996	0.2247624	0.482818551	-0.00327506	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-B8_S28_ME_L001	-0.045796191	-0.492753988	-0.037870628	-0.010450933	0.199855655	0.25849518	-0.104049351	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-D7_S51_ME_L001	-0.082299513	-0.111739602	0.122002441	0.088660713	0.363097668	0.387189204	0.18231078	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-E11_S67_ME_L001	-0.448666911	-0.401746891	-0.028178118	0.116431811	0.186492837	0.293335287	0.12763864	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-E6_S62_ME_L001	-0.180607673	-0.200306397	-0.017675331	-0.009983456	0.102176966	0.112104942	0.058194271	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-E8_S64_ME_L001	-0.179181203	-0.283925054	-0.302836306	-0.332120704	0.09139258	0.099909882	-0.201533525	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-E9_S65_ME_L001	-0.3228659	-0.585115705	0.171264765	0.235657428	0.029259386	0.355234582	0.068082659	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-F10_S78_ME_L001	-0.438584398	-0.555805736	-0.092717835	0.026606956	0.340844155	0.515600478	-0.03752384	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-F11_S79_ME_L001	-0.549854025	-0.453878528	-0.101146487	-0.084589259	0.318107159	0.474375358	-0.081760402	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-F12_S80_ME_L001	-0.309734142	-0.323998959	-0.038356678	-0.048533147	0.182976957	0.277687316	0.200151838	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-F8_S76_ME_L001	-0.197876962	-0.253634811	-0.075320343	-0.176905278	0.103885664	0.19126777	0.040878335	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-H12_S104_ME_L001	-0.784236519	-0.519861388	-0.186627314	-0.149129438	0.156416995	0.257345803	0.188704969	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-H6_S98_ME_L001	-0.095633032	-0.547626941	-0.342608419	-0.285887976	0.319920792	0.427229786	-0.066947133	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-H8_S100_ME_L001	-0.427986316	-0.492911647	-0.226690945	-0.135630317	0.202824842	0.386878242	-0.098568916	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-C10_S42_ME_L001	-0.270434001	-0.483740774	-0.246879836	-0.568858699	-0.132879032	-0.513795694	0.486577804	stemness	stemness	stemness	stemness	stemness	stemness	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-G8_S88_ME_L001	-0.522301449	-0.322369147	-0.202437972	-0.354981438	-0.416563957	-0.802996007	0.376178634	stemness	stemness	stemness	stemness	stemness	stemness	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-A5_S13_ME_L001	-0.49576413	-0.374072279	-0.211912783	-0.287538676	-0.111922159	-0.290214654	0.125336416	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool1_S1_ME_L001.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-C1_S33_ME_L001	-0.000428524	0.127079659	0.124358582	-0.051116131	0.207085383	0.348636043	0.375480781	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-D1_S45_ME_L001	-0.093983962	-0.159340017	0.248078945	-0.141389153	-0.131463704	-0.013717061	0.430175406	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-D3_S47_ME_L001	-0.111117571	-0.171602923	-0.190469128	-0.100188363	-0.089724296	-0.162186683	0.128884265	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool2_S2_ME_L001.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-E1_S57_ME_L001	-0.384234638	0.007893822	-0.010802475	0.089752967	0.147115777	-0.118201035	0.355723604	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-E7_S63_ME_L001	0.119986585	-0.493183528	-0.450410854	-0.535966376	-0.016642436	-0.244387393	0.123593486	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-F3_S71_ME_L001	-0.314020969	-0.201456929	-0.219715375	-0.518104567	0.01751057	0.120317501	0.252264356	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH208-Pl1-H2_S94_ME_L001	-0.289386493	-0.358417863	-0.180284875	-0.259715517	-0.109173897	0.110678814	0.11777076	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH208_P1	MGH208-Pl1-Pool4_S4_ME_L001.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	Missing	MGH208_P1	MGH208-Pl1-Pool3_S3_ME_L001.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
