rna_cell	MES.2	MES.1	AC	OPC	NPC.1	NPC.2	G1.S	G2.M	Type1	Type2	Type3	Type4	Type5	Type6	Sample	meth_cell
MGH121_P4_cDNA_fromECRC5792.21_S21_L008_R1_001	-0.472599623	-0.681930394	-0.206557195	-0.286320744	-0.32805633	-0.517982914	2.258489108	0.941540004	G1.S	AC	AC	G1.S	G1.S	G1.S	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.23_S23_L008_R1_001	-0.252230206	0.328831134	0.239202245	-0.438903223	-0.660123278	-0.205543014	-0.863974506	-0.38923937	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_A1_S1_L005.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.24_S24_L008_R1_001	0.052516941	0.786039864	-0.063908751	-0.126701083	-0.550656021	-0.261459477	-0.687495119	-0.364493067	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_A1_S1_L005.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.25_S25_L008_R1_001	1.093673968	0.033619586	-0.222425245	-0.391062034	-0.703712352	-0.16624308	0.742900537	-0.312820504	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_C1_S2_L005.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.26_S26_L008_R1_001	-0.29898269	-1.087439489	0.189920247	1.062220216	1.113539092	0.58612107	-0.673292872	-0.208441274	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_C1_S2_L005.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.27_S27_L008_R1_001	-0.267748467	-0.353331679	-0.314410176	0.194105944	0.130155339	-0.188019308	0.535203379	-0.173309794	G1.S	OPC	OPC	G1.S	G1.S	G1.S	MGH121_P4	MGH121_P4_C1_S2_L005.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.28_S28_L008_R1_001	-0.28378014	-0.448174076	0.190377217	0.787084731	0.998485702	0.157773172	0.665401419	-0.106668582	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_C1_S2_L005.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.29_S29_L008_R1_001	-0.280174718	-0.526774721	0.160020624	-0.208770633	-0.309051237	-0.224369077	0.324163402	-0.181195629	G1.S	AC	AC	G1.S	G1.S	G1.S	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.3_S3_L008_R1_001	-0.621113204	-0.06391145	0.862920323	0.33612016	0.55749232	-0.089171064	0.184295255	-0.296120167	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_A1_S1_L005.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.30_S30_L008_R1_001	-0.146992477	-0.526841184	-0.325140133	-0.079230235	0.074148836	-0.270793704	2.327720548	1.506262945	G1.S	NPC.1	NPC	G1.S	G1.S	G1.S	MGH121_P4	MGH121_P4_C1_S2_L005.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.31_S31_L008_R1_001	-0.1678387	-0.05352328	-0.098590244	-0.240186918	0.152695223	-0.206583766	0.121892851	-0.256621569	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_C1_S2_L005.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.32_S32_L008_R1_001	-0.302236763	0.070023139	1.703168906	-0.014686981	-0.228821853	-0.309568651	-0.745433715	-0.215293423	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_C1_S2_L005.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.33_S33_L008_R1_001	-0.224727775	0.102335264	-0.357738129	-0.715459302	-0.542874403	-0.495245334	1.978188162	2.738358712	G2.M	MES.1	MES	G2.M	G2.M	G2.M	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.34_S34_L008_R1_001	-0.570994799	-0.881315599	0.299328748	0.373378538	0.322030917	0.195316398	0.613370226	-0.035001122	G1.S	OPC	OPC	G1.S	G1.S	G1.S	MGH121_P4	MGH121_P4_C1_S2_L005.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.35_S35_L008_R1_001	-0.473280088	-0.407548822	-0.39356016	1.316904884	1.851268865	1.085738588	-0.777539321	0.168890638	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_C1_S2_L005.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.36_S36_L008_R1_001	-0.002954894	0.185295056	-0.722715377	-0.41129885	-0.575372962	-0.110538237	-0.351424452	-0.198547495	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_C1_S2_L005.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.38_S38_L008_R1_001	-0.085789854	-0.261946926	0.056486886	-0.199311135	-0.440747975	-0.030539232	-0.278170898	-0.455955682	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_C1_S2_L005.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.39_S39_L008_R1_001	-0.45520203	1.312235022	1.225681266	-0.090818896	-0.924661179	-0.331653415	-0.609175839	-0.353221283	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.4_S4_L008_R1_001	-0.269412927	-0.227101499	0.479638686	-0.029002239	-0.451041809	-0.127947587	-0.522857242	-0.368216561	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_A1_S1_L005.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.40_S40_L008_R1_001	-0.712504922	-0.592131698	-0.498231087	1.370098703	1.168150889	-0.135490311	-0.561931192	-0.279734405	OPC	OPC	OPC	Undiff	PRO	OPC	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.44_S44_L008_R1_001	-0.220637875	-0.27145637	-0.137646088	-0.146620023	-0.061760778	-0.181964677	-0.468642949	-0.329107796	G1.S	NPC.1	NPC	G1.S	G1.S	G1.S	MGH121_P4	MGH121_P4_C1_S2_L005.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.45_S45_L008_R1_001	-0.103328919	-0.08491219	-0.276968617	-0.143840134	0.636390669	0.284607201	-0.515093194	-0.181961521	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.47_S47_L008_R1_001	-0.08849584	1.321723918	1.14842118	-0.128880761	-0.701158916	0.038203236	-0.611741183	-0.116687474	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_C1_S2_L005.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.49_S49_L008_R1_001	-0.517499591	-0.448858458	-1.029701346	0.360975659	0.578287672	0.048030621	-0.410294934	0.764894268	G2.M	NPC.1	NPC	G2.M	G2.M	G2.M	MGH121_P4	MGH121_P4_E1_S3_L005.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.5_S5_L008_R1_001	-0.366560078	0.20362419	0.762474247	-0.010788938	-0.481621833	-0.255761796	-0.627565166	0.179694305	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_A1_S1_L005.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.50_S50_L008_R1_001	-0.593400699	-0.307741513	-0.724725237	-0.262592214	0.367600593	0.346697004	-0.789471561	0.276774684	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_E1_S3_L005.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.51_S51_L008_R1_001	1.243518757	0.258553405	-0.042483524	-0.592990282	-0.237910716	0.013272714	-0.3078811	-0.162390089	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_E1_S3_L005.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.52_S52_L008_R1_001	-0.278695074	-0.609437202	-1.044810229	-0.67894026	1.269737133	1.160046597	-0.492348141	-0.496578233	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_E1_S3_L005.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.53_S53_L008_R1_001	0.108149272	0.097486948	0.727532531	-0.021792381	-0.232766365	-0.336352659	-0.691669327	-0.388561438	AC	AC	AC	Diff	AC	AC	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.54_S54_L008_R1_001	3.068511849	2.080152434	-1.366670774	-1.105579307	-1.211429245	-0.104942939	-0.377158467	-0.33198853	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_E1_S3_L005.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.55_S55_L008_R1_001	-0.658991113	-0.679196033	-0.564803126	0.078989206	0.694715857	0.28687239	0.685532887	-0.175942486	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.56_S56_L008_R1_001	0.108952459	0.549710134	0.73629117	-0.374986493	-0.688649631	-0.368059864	0.21254078	-0.229089036	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_E1_S3_L005.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.57_S57_L008_R1_001	-0.081530685	0.064936353	0.128983776	-0.290576178	-0.122516045	-0.120317318	0.419571274	-0.192790564	G1.S	AC	AC	G1.S	G1.S	G1.S	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.58_S58_L008_R1_001	2.551010595	0.732503728	-1.196212158	-1.575317799	-1.509453242	-0.568001865	-0.590205857	-0.4245815	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_E1_S3_L005.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.59_S59_L008_R1_001	0.026702811	0.575125881	0.302140078	-0.363655309	-0.727649765	-0.472247561	0.956809879	0.313982661	G1.S	MES.1	MES	G1.S	G1.S	G1.S	MGH121_P4	MGH121_P4_E1_S3_L005.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.6_S6_L008_R1_001	-0.7253483	-1.091748326	-0.862058749	0.694600589	1.187512992	0.574945789	-0.449741073	-0.358155327	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_A1_S1_L005.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.60_S60_L008_R1_001	-0.461906654	-0.756252554	-0.898603057	0.298802516	1.083337992	0.322960857	-0.801160476	-0.139434661	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_E1_S3_L005.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.61_S61_L008_R1_001	-0.423319029	-0.400213595	-0.125265416	0.421271507	0.601810274	-0.07894677	0.313534927	-0.199680177	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_E1_S3_L005.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.62_S62_L008_R1_001	0.00545838	0.206940329	0.764790338	-0.11483192	-0.427673755	-0.372233815	-0.258886826	-0.116961569	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_E1_S3_L005.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.63_S63_L008_R1_001	-0.453981218	0.058969317	0.388048767	0.052166953	-0.249321508	-0.304125034	0.163329197	-0.128537887	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_E1_S3_L005.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.64_S64_L008_R1_001	1.522299716	0.035863208	-1.395918498	-0.983976399	-0.493128954	-0.434390574	-0.171408393	0.009013486	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.65_S65_L008_R1_001	-0.71817593	-0.906567733	-1.422148864	0.980407731	0.781714109	0.122428314	-0.665110502	-0.576128227	OPC	OPC	OPC	Undiff	PRO	OPC	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.67_S67_L008_R1_001	1.049203043	-0.276164389	-0.451669166	0.249438314	-0.093928121	0.604126628	-0.771146766	-0.467005827	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_E1_S3_L005.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.68_S68_L008_R1_001	1.914498512	1.164394494	0.136846647	-0.765239496	-1.056238768	-0.306325104	-0.128970782	0.116305523	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_E1_S3_L005.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.69_S69_L008_R1_001	1.758292666	-0.05236903	-1.547129358	-0.763915134	-0.572557233	0.225974887	-0.214722182	-0.181698244	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.7_S7_L008_R1_001	0.566708926	0.686715339	0.014996831	-0.548830378	-0.477823104	0.018690809	-0.376904788	-0.126686639	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_A1_S1_L005.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.70_S70_L008_R1_001	1.072002832	0.291853653	-0.278009715	-0.591436893	-0.393741878	0.286527515	0.456600624	0.093796139	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_E1_S3_L005.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.71_S71_L008_R1_001	-0.19865816	0.030749166	-1.0779036	-0.942292244	-0.392158651	-0.359586473	1.45282124	3.492103361	G2.M	MES.1	MES	G2.M	G2.M	G2.M	MGH121_P4	MGH121_P4_E1_S3_L005.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.72_S72_L008_R1_001	-0.365411186	-0.18885333	0.477793255	0.172165639	-0.193952599	-0.408675888	-0.781788876	-0.485148982	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_E1_S3_L005.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.74_S74_L008_R1_001	-0.67123157	-0.571226291	-0.477576559	0.864323951	1.01179413	0.170590525	-0.798758596	-0.15866852	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_G1_S4_L005.ACTCAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.75_S75_L008_R1_001	-0.518059581	-0.847210759	-0.618873094	-0.343872817	0.000163007	-0.250908898	2.701787284	1.578492635	G1.S	NPC.1	NPC	G1.S	G1.S	G1.S	MGH121_P4	MGH121_P4_G1_S4_L005.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.76_S76_L008_R1_001	0.246182168	0.246483353	0.46623575	-0.130331532	-0.353300339	-0.070918793	-0.897213268	-0.265954588	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_G1_S4_L005.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.77_S77_L008_R1_001	-0.241389947	0.265263167	1.754351812	0.140775078	-0.668526147	-0.348172524	-0.229027448	-0.251846905	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_G1_S4_L005.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.78_S78_L008_R1_001	-0.003868806	0.413506318	0.253834303	0.23987411	-0.208589309	0.295606435	-0.968361284	-0.186174298	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_G1_S4_L005.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.79_S79_L008_R1_001	0.059332202	1.727108763	1.066457046	0.183938062	-1.128091822	-0.228069196	0.029432643	-0.70484067	MES.1	MES.1	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_G1_S4_L005.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.8_S8_L008_R1_001	0.287411597	0.381160489	0.589841228	-0.058143392	-0.755278612	-0.422606621	-0.618706116	-0.210472674	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_A1_S1_L005.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.80_S80_L008_R1_001	-0.509004208	0.08243246	-0.868397812	-0.20945206	0.406039784	0.092676243	-0.117689531	1.303689592	G2.M	NPC.1	NPC	G2.M	G2.M	G2.M	MGH121_P4	MGH121_P4_G1_S4_L005.CGGTAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.82_S82_L008_R1_001	-0.381408965	-0.315691676	0.538895916	0.363013974	0.565810991	0.183555278	-0.020495474	-0.333473581	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_G1_S4_L005.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.84_S84_L008_R1_001	0.244471449	0.568214786	1.017327651	0.014243365	-0.775662878	-0.297331481	-0.268363849	-0.478022191	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_G1_S4_L005.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.85_S85_L008_R1_001	0.187578011	-0.021535047	-0.254375608	0.695583022	1.32181413	0.424600751	-0.279142076	-0.044374965	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_G1_S4_L005.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.86_S86_L008_R1_001	1.699166803	1.033123513	-0.768787784	-1.052741389	-0.712445854	0.159445697	-0.319956921	-0.446910853	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_G1_S4_L005.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.87_S87_L008_R1_001	-0.732656739	-1.024777287	-0.740805376	-0.53661538	0.886266731	1.220800296	2.623291371	1.531365823	G1.S	NPC.2	NPC	G1.S	G1.S	G1.S	MGH121_P4	MGH121_P4_G1_S4_L005.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.9_S9_L008_R1_001	-0.17561329	0.93413782	1.73986165	0.209559142	-0.484135191	-0.138035642	-0.249613879	-0.248195727	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_A1_S1_L005.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.90_S90_L008_R1_001	-0.071539653	-0.54774676	0.735886291	0.233190212	-0.070465036	-0.277778551	0.348362156	-0.224987012	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_G1_S4_L005.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.91_S91_L008_R1_001	-0.087596282	0.132366402	-0.183307746	-0.131973758	-0.577281783	-0.297528347	1.605237044	0.171862028	G1.S	MES.1	MES	G1.S	G1.S	G1.S	MGH121_P4	MGH121_P4_G1_S4_L005.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.92_S92_L008_R1_001	0.485232811	0.276218485	-0.758891674	-0.846167853	-0.670196736	-0.207380056	-0.619413837	0.231179594	MES.2	MES.2	MES	Diff	MES	MES	MGH121_P4	MGH121_P4_G1_S4_L005.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.93_S93_L008_R1_001	-0.142983302	0.115949772	0.429311212	0.48392106	0.447634844	-0.185255178	2.178740146	0.663929175	G1.S	OPC	OPC	G1.S	G1.S	G1.S	MGH121_P4	NA
MGH121_P4_cDNA_fromECRC5792.94_S94_L008_R1_001	-0.435423009	-0.979214396	-0.491717725	0.975191367	1.58297578	0.642283832	-0.467053558	-0.139126741	NPC.1	NPC.1	NPC	Undiff	PRO	NPC	MGH121_P4	MGH121_P4_G1_S4_L005.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.95_S95_L008_R1_001	-0.082077165	0.585178026	2.438348886	0.39489487	-0.33074638	-0.078905118	0.08625065	-0.113632832	AC	AC	AC	Diff	AC	AC	MGH121_P4	MGH121_P4_G1_S4_L005.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH121_P4_cDNA_fromECRC5792.96_S96_L008_R1_001	-0.456135872	0.025038838	0.052043563	0.375483482	-0.019810518	0.186140858	-0.064040006	-0.389675189	OPC	OPC	OPC	Undiff	PRO	OPC	MGH121_P4	MGH121_P4_G1_S4_L005.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
