rna_cell	G1.S	G2.M	AC_PCA	AC_PCA_MICE	OC_PCA	OC_PCA_MICE	stemness	Type_max	Type_max2	Tirosh_Type_PCA	Tirosh_Type_PCA2	Tirosh_Type_PCA_MICE	Tirosh_Type_PCA_MICE2	Sample	meth_cell
MGH64_P0_D5_S41_L008_R1_001	0.085149047	0.079468974	-0.10124113	-0.170938419	0.413527046	0.532739327	0.273219499	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH64	MGH64_P0_C1_S2_L007.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_D6_S42_L008_R1_001	0.144408597	-0.147224372	-0.412419938	-0.649302776	0.356128377	0.523927829	0.067293474	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH64	MGH64_P0_C1_S2_L007.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_D7_S43_L008_R1_001	-0.037053618	0.1019152	0.303096163	0.205865535	0.319282087	0.488608079	0.102814702	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_C1_S2_L007.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_D9_S45_L008_R1_001	-0.027393676	-0.005673252	0.307739453	0.43576133	0.072473427	0.081235374	0.242676369	AC_PCA_MICE	AC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_C1_S2_L007.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_E1_S49_L008_R1_001	0.273494284	0.181245104	-0.293573409	-0.510328737	-1.472952797	-2.25338401	-0.709756551	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH64	MGH64_P0_E1_S3_L007.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_E10_S58_L008_R1_001	-0.107614099	-0.037479278	-0.19896511	-0.233436079	0.237874173	0.132205229	-0.047727986	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_E1_S3_L007.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_E3_S51_L008_R1_001	0.024145295	-0.023763489	-0.352864056	-0.45205101	-0.257282686	-0.334115313	0.045353793	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_E1_S3_L007.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_E4_S52_L008_R1_001	-0.271155068	-0.097346823	-0.110276666	0.087688605	0.134320718	0.392096506	-0.079777783	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_E1_S3_L007.ATCGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_E6_S54_L008_R1_001	-0.0268786	0.116228373	0.30493073	0.310542179	-0.712207233	-0.871892168	0.244247481	AC_PCA_MICE	AC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_E1_S3_L007.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_E7_S55_L008_R1_001	-0.004579461	0.220716755	0.341855153	0.282828991	-0.890445264	-0.889546713	-0.068653164	AC_PCA	AC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_E1_S3_L007.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_F10_S70_L008_R1_001	-0.102566046	-0.068484391	-0.23251478	0.075340118	0.284449535	0.269529799	0.275303002	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_E1_S3_L007.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_F11_S71_L008_R1_001	-0.100219626	0.010342298	0.017391302	0.045701453	0.365202571	0.37367702	0.202664647	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_E1_S3_L007.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_F12_S72_L008_R1_001	-0.258307038	-0.149170455	-0.19902189	-0.217251439	0.361523738	0.510459751	0.053504916	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH64	MGH64_P0_E1_S3_L007.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_F2_S62_L008_R1_001	0.057296937	0.076976321	0.615361578	0.856981618	-0.44044484	-0.611935671	-0.149310728	AC_PCA_MICE	AC	AC	AC	AC	AC	MGH64	MGH64_P0_E1_S3_L007.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_F3_S63_L008_R1_001	-0.151750637	0.017196942	0.172529811	0.065527006	0.239609883	0.927176451	0.142918416	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH64	MGH64_P0_E1_S3_L007.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_F4_S64_L008_R1_001	-0.172986189	-0.037135355	-0.336619354	-0.55072369	0.230011129	0.570362123	0.00462111	OC_PCA_MICE	OC	undifferentiated	undifferentiated	OC	OC	MGH64	MGH64_P0_E1_S3_L007.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_F5_S65_L008_R1_001	-0.168776348	-0.035272596	-0.201282209	-0.323116946	0.212197587	0.376834281	0.061049196	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_E1_S3_L007.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_F8_S68_L008_R1_001	0.261199947	0.101105384	-0.141234184	-0.211316654	0.309793273	0.483988407	-0.156705193	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_E1_S3_L007.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_F9_S69_L008_R1_001	-0.154311754	-0.412259924	0.646567586	1.14863515	-0.247045685	-0.00472132	-0.146937158	AC_PCA_MICE	AC	AC	AC	AC	AC	MGH64	MGH64_P0_E1_S3_L007.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_G10_S82_L008_R1_001	-0.305391643	-0.051470544	-0.382391813	-0.491348179	0.257350275	0.190665581	0.221553435	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_G1_S4_L007.CTCAGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_G6_S78_L008_R1_001	-0.07446517	0.099910717	-0.114142601	-0.082923605	0.145392525	0.299954727	-0.128544146	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_G1_S4_L007.CATGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_H11_S95_L008_R1_001	-0.105749612	0.056616476	0.068031815	0.068168612	-0.812428968	-1.519156826	-0.212802767	AC_PCA_MICE	AC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_G1_S4_L007.GGTAAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_H2_S86_L008_R1_001	0.306709168	-0.064935834	-0.116940298	-0.244207044	-1.37967248	-2.362868855	-0.539150947	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH64	MGH64_P0_G1_S4_L007.TATCTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_H3_S87_L008_R1_001	-0.281439186	-0.026880438	-0.325072091	-0.447371896	0.217580234	0.286812633	0.073573323	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_G1_S4_L007.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_H5_S89_L008_R1_001	-0.091735913	-0.122301122	-0.312376154	-0.427128146	0.181186959	0.395652226	0.231495159	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_G1_S4_L007.TGCTGC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_H6_S90_L008_R1_001	1.600794982	0.999387176	-0.35417632	-0.334945081	0.252736273	0.324081901	-0.090641605	G1.S	G1.S	undifferentiated	G1.S	undifferentiated	G1.S	MGH64	MGH64_P0_G1_S4_L007.ACAGAC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_H7_S91_L008_R1_001	0.068995941	0.197789602	0.391637836	0.493215012	-0.901931581	-1.056049496	0.020067079	AC_PCA_MICE	AC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_G1_S4_L007.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_H8_S92_L008_R1_001	-0.224188742	0.014403719	-0.201274995	-0.237043983	0.126269565	0.293943134	-0.161901629	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_G1_S4_L007.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH64_P0_H9_S93_L008_R1_001	-0.330831437	-0.040869016	-0.11449666	0.009904354	0.240214027	0.205212522	0.095760986	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH64	MGH64_P0_G1_S4_L007.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
