rna_cell	G1.S	G2.M	AC_PCA	AC_PCA_MICE	OC_PCA	OC_PCA_MICE	stemness	Type_max	Type_max2	Tirosh_Type_PCA	Tirosh_Type_PCA2	Tirosh_Type_PCA_MICE	Tirosh_Type_PCA_MICE2	Sample	meth_cell
MGH201-Pl1-B7_S323_ME_L001	-0.188163721	-0.192707823	0.077269028	0.173227748	0.305264173	0.267362454	-0.27798921	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-1_S1_ME_L001.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-A5_S309_ME_L001	-0.159025057	0.046308868	-0.119725605	-0.20442859	0.114629059	-0.068252864	-0.084364715	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-1_S1_ME_L001.CAAGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-G3_S379_ME_L001	-0.236052436	-0.043120515	-0.138460995	-0.114753085	0.417618635	0.374340796	-0.377854209	OC_PCA	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-4_S4_ME_L001.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-A7_S311_ME_L001	-0.423762669	-0.374275182	-0.079621604	-0.017599038	0.227287108	0.335664297	-0.010208229	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-1_S1_ME_L001.CCTTCG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-D7_S347_ME_L001	-0.042107792	-0.163463235	0.314269171	0.543276033	0.230341187	0.578498527	-0.103373397	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-2_S2_ME_L001.AGAAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-C9_S337_ME_L001	-0.097170509	-0.038514573	0.240868429	0.343906498	0.285033524	0.373489531	-0.163767666	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-2_S2_ME_L001.CTATTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-D1_S341_ME_L001	0.021447728	0.048252455	-0.006597248	-0.213970298	-0.045278381	0.060140102	-0.049496997	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-2_S2_ME_L001.GTTGAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-F3_S367_ME_L001	0.206269361	-0.219582766	-0.044380066	0.072164744	0.263949856	0.294364814	-0.366591108	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-3_S3_ME_L001.TCTCTG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-F12_S376_ME_L001	-0.084421577	0.000188312	-0.219917685	-0.237459465	0.282564416	0.41264806	-0.14802157	OC_PCA_MICE	OC	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-3_S3_ME_L001.TGTAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-C3_S331_ME_L001	-0.363883657	-0.027668506	-0.315615874	-0.383160703	-0.283126283	-0.664719421	0.309520347	stemness	stemness	stemness	stemness	stemness	stemness	MGH201-1	MGH201-1-2_S2_ME_L001.AGGATG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-D8_S348_ME_L001	-0.03824341	-0.21187626	-0.19275581	-0.35972377	-0.419288842	-0.500399319	0.460421965	stemness	stemness	stemness	stemness	stemness	stemness	MGH201-1	MGH201-1-2_S2_ME_L001.ATCAAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-C12_S340_ME_L001	-0.076808147	-0.18206165	-0.262194084	-0.235917551	-0.398709824	-0.693590055	0.398839957	stemness	stemness	stemness	stemness	stemness	stemness	MGH201-1	MGH201-1-2_S2_ME_L001.GTGAGG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-A1_S305_ME_L001	-0.33133134	-0.0849034	-0.164849336	-0.373325585	-0.113547447	-0.367054431	0.251051895	stemness	stemness	undifferentiated	undifferentiated	stemness	stemness	MGH201-1	MGH201-1-1_S1_ME_L001.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-E1_S353_ME_L001	-0.1271908	-0.20605677	-0.18983932	-0.353944243	-0.109422115	-0.437379072	0.365511444	stemness	stemness	undifferentiated	undifferentiated	stemness	stemness	MGH201-1	MGH201-1-3_S3_ME_L001.ACAACC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-B9_S325_ME_L001	-0.146858735	-0.163393024	-0.054165309	-0.240237659	-0.335508832	-0.590211559	0.108432763	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-1_S1_ME_L001.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-B4_S320_ME_L001	-0.354718924	-0.333234697	-0.173313733	-0.23466222	-0.44088694	-0.94982265	0.156806937	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-1_S1_ME_L001.TGACAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-F9_S373_ME_L001	-0.123247063	-0.090454398	-0.283529299	-0.447823688	-0.311649738	-0.685472059	0.047645889	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-3_S3_ME_L001.CCATAG.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-E11_S363_ME_L001	-0.532474671	-0.419861632	0.031769543	0.01236782	-0.454026393	-0.431996017	0.040450065	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-3_S3_ME_L001.GCATTC.R1.fastq_bismark_bt2_pe.bismark.cov
MGH201-Pl1-H10_S398_ME_L001	-0.322080533	-0.114846929	-0.037363617	-0.213784975	-0.243915729	-0.439581623	-0.00324836	stemness	stemness	undifferentiated	undifferentiated	undifferentiated	undifferentiated	MGH201-1	MGH201-1-4_S4_ME_L001.GAAGTC.R1.fastq_bismark_bt2_pe.bismark.cov
